"PVWatts Hourly PV Performance Data"
"Requested Location","5230 Dexter Ann Arbor Rd"
"Location","Lat, Lng: 42.29, -83.82"
"Latitude (DD)","42.29"
"Longitude (DD)","-83.82"
"Elevation (m)","268.2799987793"
"DC System Size (kW)","8.55"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","225"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","11","1","0","0","19","2.8","0.16","0","19","0","0"
"7","11","2","0","0","19","2.5","0.16","0","19","0","0"
"7","11","3","0","0","18","2.2","0.16","0","18","0","0"
"7","11","4","0","0","18","2","0.16","0","18","0","0"
"7","11","5","0","16","18","2.3","0.16","15.627","18.296","69.335","32.989"
"7","11","6","243","73","20","2.8","0.16","73.415","21.177","514.619","462.496"
"7","11","7","237","154","21","3","0.16","170.337","23.974","1127.909","1054.054"
"7","11","8","18","200","22","3.1","0.16","198.132","25.706","1391.893","1308.684"
"7","11","9","255","323","24","3.1","0.16","452.238","32.425","3161.036","3015.14"
"7","11","10","439","326","25","3.1","0.16","651.735","37.293","4475.684","4283.204"
"7","11","11","416","378","26","3.2","0.16","757.274","40.147","5119.207","4903.925"
"7","11","12","453","394","26","3.1","0.16","864.562","42.486","5780.223","5541.518"
"7","11","13","246","453","26","2.8","0.16","738.383","40.793","4955.916","4746.42"
"7","11","14","375","373","27","2.5","0.16","787.612","43.729","5258.211","5038.003"
"7","11","15","276","346","27","2","0.16","643.754","42.049","4343.264","4155.476"
"7","11","16","705","130","26","1.6","0.16","735.454","44.908","4998.857","4787.839"
"7","11","17","606","112","26","1.2","0.16","532.06","41.016","3707.507","3542.247"
"7","11","18","444","85","25","1","0.16","303.007","33.918","2120.428","2011.404"
"7","11","19","174","38","23","1","0.16","89.189","25.525","529.029","476.395"
"7","11","20","0","0","21","1.2","0.16","0","21","0","0"
"7","11","21","0","0","21","1.4","0.16","0","21","0","0"
"7","11","22","0","0","21","1.7","0.16","0","21","0","0"
"7","11","23","0","0","20","2","0.16","0","20","0","0"
"7","12","0","0","0","20","2.3","0.16","0","20","0","0"
"7","12","1","0","0","20","2.6","0.16","0","20","0","0"
"7","12","2","0","0","20","2.9","0.16","0","20","0","0"
"7","12","3","0","0","20","3.3","0.16","0","20","0","0"
"7","12","4","0","0","20","3.3","0.16","0","20","0","0"
"7","12","5","53","15","21","3.3","0.16","18.221","21.21","80.891","44.137"
"7","12","6","0","57","21","3.4","0.16","55.066","21.987","377.987","330.705"
"7","12","7","0","47","22","3.6","0.16","46.014","22.803","312.802","267.829"
"7","12","8","0","147","23","4.1","0.16","142.374","25.295","991.991","922.953"
"7","12","9","0","19","24","4.4","0.16","18.629","24.288","117.608","79.552"
"7","12","10","131","401","25","4.5","0.16","489.248","32.463","3388.583","3234.624"
"7","12","11","209","449","25","4.4","0.16","636.561","34.903","4370.797","4182.034"
"7","12","12","66","438","25","4.3","0.16","509.689","33.022","3497.256","3339.446"
"7","12","13","260","450","26","4","0.16","749.632","38.426","5081.35","4867.409"
"7","12","14","364","379","26","3.8","0.16","783.084","39.422","5318.515","5096.17"
"7","12","15","239","353","26","3.7","0.16","606.49","36.532","4178.896","3996.932"
"7","12","16","234","273","26","3.4","0.16","488.525","34.901","3412.762","3257.946"
"7","12","17","568","117","25","2.9","0.16","513.047","35.26","3655.755","3492.329"
"7","12","18","376","96","24","2.3","0.16","285.053","30.302","2020.891","1915.394"
"7","12","19","115","39","23","2.2","0.16","73.496","24.599","440.972","391.458"
"7","12","20","0","0","21","2.8","0.16","0","21","0","0"
"7","12","21","0","0","20","3.2","0.16","0","20","0","0"
"7","12","22","0","0","18","3","0.16","0","18","0","0"
"7","12","23","0","0","17","2.7","0.16","0","17","0","0"
"7","13","0","0","0","17","2.6","0.16","0","17","0","0"
"7","13","1","0","0","17","2.5","0.16","0","17","0","0"
"7","13","2","0","0","16","2.5","0.16","0","16","0","0"
"7","13","3","0","0","16","2.5","0.16","0","16","0","0"
"7","13","4","0","0","16","2.5","0.16","0","16","0","0"
"7","13","5","0","19","16","2.9","0.16","18.406","16.306","83.176","46.34"
"7","13","6","512","55","17","3.3","0.16","68.106","17.737","485.282","434.198"
"7","13","7","732","71","19","3.8","0.16","175.092","21.262","990.123","921.151"
"7","13","8","834","82","21","4.6","0.16","390.198","26.457","2665.878","2537.527"
"7","13","9","884","91","22","5.4","0.16","600.406","30.106","4305.994","4119.527"
"7","13","10","916","95","23","5.9","0.16","786.786","33.198","5541.439","5311.195"
"7","13","11","929","101","24","6.3","0.16","935.152","35.696","6486.418","6222.69"
"7","13","12","933","105","24","6.6","0.16","1032.767","36.571","7115.55","6829.529"
"7","13","13","932","102","24","6.7","0.16","1069.864","36.919","7361.341","7066.611"
"7","13","14","916","99","23","6.6","0.16","1038.018","35.694","7203.686","6914.543"
"7","13","15","884","94","22","6.3","0.16","938.993","33.873","6612.877","6344.668"
"7","13","16","828","90","22","5.8","0.16","782.007","32.463","5596.449","5364.256"
"7","13","17","733","82","21","5.1","0.16","577.576","29.413","4227.542","4043.855"
"7","13","18","574","65","20","3.9","0.16","341.038","25.792","2471.684","2350.214"
"7","13","19","0","26","18","2.7","0.16","25.446","18.506","160.339","120.769"
"7","13","20","0","0","16","2.2","0.16","0","16","0","0"
"7","13","21","0","0","16","2.2","0.16","0","16","0","0"
"7","13","22","0","0","16","2.4","0.16","0","16","0","0"
"7","13","23","0","0","15","2.6","0.16","0","15","0","0"
"7","14","0","0","0","15","2.7","0.16","0","15","0","0"
"7","14","1","0","0","15","2.6","0.16","0","15","0","0"
"7","14","2","0","0","15","2.4","0.16","0","15","0","0"
"7","14","3","0","0","14","2.2","0.16","0","14","0","0"
"7","14","4","0","0","14","2.1","0.16","0","14","0","0"
"7","14","5","137","14","15","2.7","0.16","22.033","15.249","101.962","64.461"
"7","14","6","519","52","17","3.1","0.16","66.008","17.713","469.87","419.332"
"7","14","7","704","73","19","3.2","0.16","171.296","21.442","972.365","904.021"
"7","14","8","806","86","21","3.6","0.16","382.235","27.166","2603.407","2477.27"
"7","14","9","865","95","22","4.1","0.16","592.296","31.473","4224.484","4040.905"
"7","14","10","898","103","23","4.5","0.16","780.327","35.016","5456.287","5229.06"
"7","14","11","916","108","24","4.6","0.16","930.025","38.252","6385.973","6125.804"
"7","14","12","923","110","24","4.7","0.16","1027.697","39.619","6996.165","6714.374"
"7","14","13","427","384","24","4.7","0.16","858.648","36.981","5872.751","5630.768"
"7","14","14","905","105","24","4.6","0.16","1033.373","39.987","7051.097","6767.36"
"7","14","15","449","284","23","4.3","0.16","747.61","34.978","5212.125","4993.55"
"7","14","16","839","87","23","4","0.16","787.315","36.268","5552.325","5321.696"
"7","14","17","767","74","22","3.2","0.16","589.966","33.26","4257.171","4072.434"
"7","14","18","634","56","20","2.1","0.16","355.87","28.206","2556.558","2432.08"
"7","14","19","358","29","17","1.4","0.16","120.74","20.069","698.285","639.653"
"7","14","20","0","0","16","1.3","0.16","0","16","0","0"
"7","14","21","0","0","15","1.2","0.16","0","15","0","0"
"7","14","22","0","0","15","1.1","0.16","0","15","0","0"
"7","14","23","0","0","15","1.1","0.16","0","15","0","0"
"7","15","0","0","0","15","1","0.16","0","15","0","0"
"7","15","1","0","0","15","0.9","0.16","0","15","0","0"
"7","15","2","0","0","15","0.7","0.16","0","15","0","0"
"7","15","3","0","0","15","0.6","0.16","0","15","0","0"
"7","15","4","0","0","15","0.5","0.16","0","15","0","0"
"7","15","5","161","13","15","0.5","0.16","21.966","15.379","101.695","64.203"
"7","15","6","543","49","16","0.8","0.16","64.837","17.074","462.622","412.341"
"7","15","7","712","71","18","1.2","0.16","169.411","21.56","955.613","887.863"
"7","15","8","802","86","21","1.5","0.16","379.4","30.016","2553.11","2428.754"
"7","15","9","857","96","23","1.7","0.16","587.663","37.259","4096.635","3917.587"
"7","15","10","880","109","24","2","0.16","771.898","41.898","5250.975","5031.024"
"7","15","11","895","115","25","2.5","0.16","917.745","44.489","6145.961","5894.297"
"7","15","12","899","118","26","3","0.16","1011.892","45.776","6720.593","6448.567"
"7","15","13","886","121","27","3.3","0.16","1042.36","46.436","6904.725","6626.175"
"7","15","14","868","118","27","3.6","0.16","1010.085","45.009","6755.051","6481.804"
"7","15","15","838","110","27","3.7","0.16","913.665","43.068","6204.277","5950.546"
"7","15","16","790","99","26","3.4","0.16","765.991","40.126","5317.183","5094.885"
"7","15","17","710","84","25","2.7","0.16","564.584","36.722","4014.649","3838.506"
"7","15","18","567","63","24","2","0.16","335.027","31.88","2368.069","2250.271"
"7","15","19","280","30","22","1.8","0.16","104.223","24.431","593.912","538.979"
"7","15","20","0","0","21","2","0.16","0","21","0","0"
"7","15","21","0","0","20","2.3","0.16","0","20","0","0"
"7","15","22","0","0","20","2.6","0.16","0","20","0","0"
"7","15","23","0","0","20","2.9","0.16","0","20","0","0"
"7","16","0","0","0","20","2.9","0.16","0","20","0","0"
"7","16","1","0","0","20","2.9","0.16","0","20","0","0"
"7","16","2","0","0","20","3","0.16","0","20","0","0"
"7","16","3","0","0","19","2.7","0.16","0","19","0","0"
"7","16","4","0","0","19","2.3","0.16","0","19","0","0"
"7","16","5","66","12","20","2.5","0.16","15.522","20.221","68.669","32.348"
"7","16","6","390","62","21","2.5","0.16","69.561","21.98","485.676","434.578"
"7","16","7","572","96","23","2.4","0.16","165.776","25.833","964.51","896.445"
"7","16","8","684","118","25","2.3","0.16","361.232","32.303","2416.928","2297.398"
"7","16","9","750","135","26","2.1","0.16","560.998","38.52","3882.85","3711.377"
"7","16","10","321","372","27","2.1","0.16","604.496","40.648","4083.617","3905.029"
"7","16","11","742","199","28","2.3","0.16","870.246","47.148","5752.927","5515.19"
"7","16","12","469","388","28","2.5","0.16","873.151","46.506","5745.072","5507.613"
"7","16","13","474","375","29","2.5","0.16","897.517","48.068","5872.064","5630.105"
"7","16","14","340","387","28","2.3","0.16","767.787","44.919","5098.155","4883.619"
"7","16","15","536","252","28","2","0.16","793.839","46.677","5288.566","5067.283"
"7","16","16","486","205","27","1.7","0.16","636.428","42.953","4342.971","4155.194"
"7","16","17","277","176","26","1.3","0.16","379.211","36.382","2659.207","2531.092"
"7","16","18","60","103","25","1","0.16","135.872","28.963","944.585","877.226"
"7","16","19","0","24","23","1.1","0.16","23.483","23.649","142.066","103.144"
"7","16","20","0","0","22","1.2","0.16","0","22","0","0"
"7","16","21","0","0","22","1.4","0.16","0","22","0","0"
"7","16","22","0","0","21","1.5","0.16","0","21","0","0"
"7","16","23","0","0","21","1.6","0.16","0","21","0","0"
"7","17","0","0","0","20","1.5","0.16","0","20","0","0"
"7","17","1","0","0","20","1.5","0.16","0","20","0","0"
"7","17","2","0","0","19","1.4","0.16","0","19","0","0"
"7","17","3","0","0","19","1.2","0.16","0","19","0","0"
"7","17","4","0","0","19","1.2","0.16","0","19","0","0"
"7","17","5","34","11","19","1.9","0.16","12.746","19.228","55.977","20.105"
"7","17","6","342","69","21","2.5","0.16","73.683","22.1","514.725","462.598"
"7","17","7","549","103","23","2.7","0.16","167.648","25.747","987.656","918.771"
"7","17","8","675","124","25","3","0.16","362.412","31.468","2433.848","2313.719"
"7","17","9","750","138","26","3.3","0.16","563.021","36.15","3934.232","3760.938"
"7","17","10","782","155","27","3.3","0.16","742.601","40.616","5070.78","4857.214"
"7","17","11","809","160","28","3.4","0.16","887.472","44.174","5945.402","5700.844"
"7","17","12","456","388","29","3.6","0.16","860.263","44.165","5714.888","5478.498"
"7","17","13","768","191","29","3.7","0.16","1002.126","46.533","6627.599","6358.869"
"7","17","14","743","188","29","3.7","0.16","971.851","46.04","6462.113","6199.246"
"7","17","15","694","181","29","3.6","0.16","867.733","44.469","5847.242","5606.162"
"7","17","16","618","168","28","3.3","0.16","706.607","41.201","4869.644","4663.205"
"7","17","17","505","144","27","2.5","0.16","498.38","37.679","3511.524","3353.208"
"7","17","18","333","103","26","1.7","0.16","273.301","32.814","1914.025","1812.315"
"7","17","19","93","36","24","1.4","0.16","65.052","25.673","380.328","332.963"
"7","17","20","0","0","22","1.5","0.16","0","22","0","0"
"7","17","21","0","0","22","1.8","0.16","0","22","0","0"
"7","17","22","0","0","22","2.2","0.16","0","22","0","0"
"7","17","23","0","0","21","2.3","0.16","0","21","0","0"
"7","18","0","0","0","20","2.1","0.16","0","20","0","0"
"7","18","1","0","0","20","1.9","0.16","0","20","0","0"
"7","18","2","0","0","19","1.9","0.16","0","19","0","0"
"7","18","3","0","0","19","1.9","0.16","0","19","0","0"
"7","18","4","0","0","19","2","0.16","0","19","0","0"
"7","18","5","23","10","19","2.7","0.16","11.129","19.178","48.502","12.895"
"7","18","6","309","74","20","3.2","0.16","76.746","21.052","538.887","485.903"
"7","18","7","520","113","22","3.4","0.16","170.852","24.537","1027.463","957.167"
"7","18","8","318","221","25","4","0.16","318.934","30.003","2190.275","2078.777"
"7","18","9","722","156","26","4.7","0.16","561.293","34.261","3949.298","3775.47"
"7","18","10","342","365","27","4.8","0.16","613.093","36.018","4222.688","4039.173"
"7","18","11","48","394","28","4.7","0.16","434.718","34.469","2961.292","2822.473"
"7","18","12","479","386","28","4.5","0.16","880.784","41.653","5912.035","5668.66"
"7","18","13","454","377","29","4.1","0.16","878.513","43.428","5858.309","5616.838"
"7","18","14","688","221","28","3.5","0.16","952.358","45.201","6350.089","6091.192"
"7","18","15","537","252","27","2.9","0.16","795.662","42.817","5386.016","5161.28"
"7","18","16","230","270","27","2.5","0.16","482.13","37.241","3337.288","3185.146"
"7","18","17","51","178","26","1.9","0.16","221.276","31.253","1547.483","1458.761"
"7","18","18","64","102","25","1.4","0.16","136.622","28.619","951.113","883.523"
"7","18","19","0","15","23","1.1","0.16","14.652","23.404","85.614","48.692"
"7","18","20","0","0","22","1.1","0.16","0","22","0","0"
"7","18","21","0","0","22","1.1","0.16","0","22","0","0"
"7","18","22","0","0","21","1.2","0.16","0","21","0","0"
"7","18","23","0","0","21","1.3","0.16","0","21","0","0"
"7","19","0","0","0","20","1.3","0.16","0","20","0","0"
"7","19","1","0","0","20","1.2","0.16","0","20","0","0"
"7","19","2","0","0","20","1.1","0.16","0","20","0","0"
"7","19","3","0","0","20","0.8","0.16","0","20","0","0"
"7","19","4","0","0","20","0.6","0.16","0","20","0","0"
"7","19","5","16","8","20","0.7","0.16","8.742","20.22","37.408","2.194"
"7","19","6","271","74","21","0.7","0.16","75.16","22.778","522.927","470.509"
"7","19","7","0","102","23","0.4","0.16","98.072","26.342","679.226","621.269"
"7","19","8","13","187","24","0.5","0.16","183.969","30.049","1267.83","1189.017"
"7","19","9","6","188","24","1.1","0.16","186.357","29.226","1277.972","1198.8"
"7","19","10","6","179","25","1.6","0.16","179.989","29.489","1222.444","1145.24"
"7","19","11","8","188","25","2.2","0.16","192.286","29.236","1305.134","1224.999"
"7","19","12","34","382","26","2.7","0.16","420.88","34.489","2858.864","2723.675"
"7","19","13","7","178","27","3.1","0.16","183.648","30.444","1237.055","1159.332"
"7","19","14","12","245","26","3.3","0.16","257.052","30.677","1755.928","1659.82"
"7","19","15","3","161","26","3.3","0.16","162.701","28.959","1107.733","1034.594"
"7","19","16","5","179","25","3","0.16","183.419","28.517","1268.862","1190.013"
"7","19","17","39","172","24","2.4","0.16","206.819","28.447","1458.995","1373.409"
"7","19","18","0","35","22","1.9","0.16","34.232","22.808","230.208","188.162"
"7","19","19","0","6","22","2.1","0.16","5.85","22.129","32.537","0"
"7","19","20","0","0","21","2.8","0.16","0","21","0","0"
"7","19","21","0","0","21","3.4","0.16","0","21","0","0"
"7","19","22","0","0","22","3.6","0.16","0","22","0","0"
"7","19","23","0","0","22","3.3","0.16","0","22","0","0"
"7","20","0","0","0","21","2.9","0.16","0","21","0","0"
"7","20","1","0","0","21","2.7","0.16","0","21","0","0"
"7","20","2","0","0","20","2.5","0.16","0","20","0","0"
"7","20","3","0","0","19","2.2","0.16","0","19","0","0"
"7","20","4","0","0","19","1.9","0.16","0","19","0","0"
"7","20","5","0","2","19","2","0.16","2.013","19.041","7.988","0"
"7","20","6","0","39","20","2.2","0.16","38.17","20.846","258.174","215.137"
"7","20","7","0","27","22","2.1","0.16","26.403","22.598","175.179","135.083"
"7","20","8","0","80","23","2.2","0.16","78.489","24.737","535.577","482.711"
"7","20","9","82","314","25","2.3","0.16","345.648","32.449","2392.187","2273.534"
"7","20","10","64","369","26","2.4","0.16","407.371","34.651","2783.131","2650.625"
"7","20","11","80","425","27","2.3","0.16","494.25","37.732","3334.87","3182.814"
"7","20","12","296","445","27","2.2","0.16","756.048","43.901","5014.711","4803.131"
"7","20","13","144","457","27","2.2","0.16","629.752","41.047","4210.315","4027.239"
"7","20","14","44","365","27","2.3","0.16","425.152","36.262","2881.439","2745.45"
"7","20","15","710","169","27","2.3","0.16","869.978","46.339","5821.107","5580.954"
"7","20","16","15","209","27","2.2","0.16","223.077","31.952","1533.283","1445.064"
"7","20","17","576","119","26","2","0.16","519.061","38.267","3657.516","3494.028"
"7","20","18","417","85","25","1.4","0.16","289.531","32.726","2029.343","1923.547"
